18304.5,0, 
18299.5,4.18E-09,
18294.5,4.18E-09,
18289.5,4.18E-09,
18284.5,8.37E-09,
18279.5,8.37E-09,
18274.5,1.25E-08,
18269.5,2.09E-08,
18264.5,2.51E-08,
18259.5,3.35E-08,
18254.5,4.18E-08,
18249.5,5.44E-08,
18244.5,6.69E-08,
18239.5,8.37E-08,
18234.5,1.05E-07,
18229.5,1.25E-07,
18224.5,1.67E-07,
18219.5,2.22E-07,
18214.5,2.80E-07,
18209.5,3.56E-07,
18204.5,4.48E-07,
18199.5,5.61E-07,
18194.5,7.24E-07,
18189.5,9.24E-07,
18184.5,1.14E-06,
18179.5,1.41E-06,
18174.5,1.77E-06,
18169.5,2.22E-06,
18164.5,2.83E-06,
18159.5,3.60E-06,
18154.5,4.44E-06,
18149.5,5.44E-06,
18144.5,6.43E-06,
18139.5,7.57E-06,
18134.5,9.39E-06,
18129.5,1.16E-05,
18124.5,1.38E-05,
18119.5,1.65E-05,
18114.5,1.91E-05,
18109.5,2.22E-05,
18104.5,2.62E-05,
18099.5,3.09E-05,
18094.5,3.63E-05,
18089.5,4.26E-05,
18084.5,5.07E-05,
18079.5,6.03E-05,
18074.5,7.01E-05,
18069.5,8.12E-05,
18064.5,0.00009697,
18059.5,0.00011515,
18054.5,0.00013599,
18049.5,0.00015973,
18044.5,0.00019449,
18039.5,0.00023455,
18034.5,0.00028026,
18029.5,0.0003319,
18024.5,0.0003897,
18019.5,0.0004537,
18014.5,0.0005386,
18009.5,0.0006318,
18004.5,0.0007242,
17999.5,0.0008236,
17994.5,0.0009474,
17989.5,0.001078,
17984.5,0.0012166,
17979.5,0.0013613,
17974.5,0.001511,
17969.5,0.0016642,
17964.5,0.0018143,
17959.5,0.001967,
17954.5,0.0021308,
17949.5,0.0022975,
17944.5,0.0024655,
17939.5,0.0026302,
17934.5,0.0027806,
17929.5,0.0029281,
17924.5,0.0030829,
17919.5,0.003231,
17914.5,0.00337,
17909.5,0.0035,
17904.5,0.003609,
17899.5,0.003707,
17894.5,0.003807,
17889.5,0.003897,
17884.5,0.003973,
17879.5,0.004036,
17874.5,0.004085,
17869.5,0.004117,
17864.5,0.004153,
17859.5,0.004174,
17854.5,0.004183,
17849.5,0.004179,
17844.5,0.00416,
17839.5,0.004127,
17834.5,0.004094,
17829.5,0.004044,
17824.5,0.004,
17819.5,0.003942,
17814.5,0.003872,
17809.5,0.003793,
17804.5,0.003712,
17799.5,0.003626,
17794.5,0.003535,
17789.5,0.00344,
17784.5,0.00337,
17779.5,0.003301,
17774.5,0.003216,
17769.5,0.0031292,
17764.5,0.0030398,
17759.5,0.0029482,
17754.5,0.0028734,
17749.5,0.0027971,
17744.5,0.0027007,
17739.5,0.0026031,
17734.5,0.0024856,
17729.5,0.0023676,
17724.5,0.0022497,
17719.5,0.0021321,
17714.5,0.0020137,
17709.5,0.0019,
17704.5,0.0017564,
17699.5,0.0016167,
17694.5,0.001492,
17689.5,0.0013731,
17684.5,0.0012467,
17679.5,0.001128,
17674.5,0.0010062,
17669.5,0.0008924,
17664.5,0.0007974,
17659.5,0.00071,
17654.5,0.0006299,
17649.5,0.000557,
17644.5,0.0004907,
17639.5,0.0004308,
17634.5,0.0003847,
17629.5,0.0003431,
17624.5,0.00030105,
17619.5,0.00026375,
17614.5,0.00023446,
17609.5,0.00020825,
17604.5,0.00018183,
17599.5,0.00015858,
