index,name,age,probability
2,27222,2184.5,1.7316E-08
2,27222,2179.5,2.3089E-08
2,27222,2174.5,5.195E-08
2,27222,2169.5,1.2699E-07
2,27222,2164.5,2.4243E-07
2,27222,2159.5,3.636E-07
2,27222,2154.5,4.618E-07
2,27222,2149.5,3.0592E-07
2,27222,2144.5,9.813E-08
2,27222,2139.5,1.7316E-08
2,27222,2134.5,5.772E-09
2,27222,2129.5,0
2,27222,2124.5,0
3,23873,3374.5,0
3,23873,3369.5,0
3,23873,3364.5,0
3,23873,3359.5,8.425E-09
3,23873,3354.5,4.212E-08
3,23873,3349.5,1.0952E-07
3,23873,3344.5,1.8535E-07
3,23873,3339.5,3.623E-07
3,23873,3334.5,8.846E-07
3,23873,3329.5,2.0557E-06
3,23873,3324.5,0.000004111
3,23873,3319.5,0.000006673
3,23873,3314.5,0.000008956
3,23873,3309.5,0.000011289
3,23873,3304.5,0.000013396
3,23873,3299.5,0.000012831
3,23873,3294.5,0.000009613
3,23873,3289.5,0.000007599
3,23873,3284.5,0.000009613
3,23873,3279.5,0.000014996
3,23873,3274.5,0.000012831
3,23873,3269.5,0.000010059
3,23873,3264.5,0.000012115
3,23873,3259.5,0.000023682
3,23873,3254.5,0.00003389
3,23873,3249.5,0.000023682
3,23873,3244.5,0.000017734
3,23873,3239.5,0.000010801
3,23873,3234.5,0.000005982
3,23873,3229.5,0.000004111
3,23873,3224.5,0.000003235
3,23873,3219.5,3.0414E-06
3,23873,3214.5,1.9462E-06
3,23873,3209.5,9.352E-07
3,23873,3204.5,5.055E-07
3,23873,3199.5,4.128E-07
3,23873,3194.5,6.234E-07
3,23873,3189.5,1.3059E-06
3,23873,3184.5,2.4938E-06
3,23873,3179.5,0.000004339
3,23873,3174.5,0.000006673
3,23873,3169.5,0.000008956
3,23873,3164.5,0.000009402
3,23873,3159.5,0.000007439
3,23873,3154.5,0.000003867
3,23873,3149.5,2.0473E-06
3,23873,3144.5,1.2216E-06
3,23873,3139.5,1.3059E-06
3,23873,3134.5,1.6934E-06
3,23873,3129.5,0.000002182
3,23873,3124.5,0.000002182
3,23873,3119.5,2.6454E-06
3,23873,3114.5,0.000003185
3,23873,3109.5,0.000003395
3,23873,3104.5,0.000006234
3,23873,3099.5,0.000018518
3,23873,3094.5,0.00004867
3,23873,3089.5,0.0001046
3,23873,3084.5,0.00015781
3,23873,3079.5,0.00020531
3,23873,3074.5,0.00026977
3,23873,3069.5,0.0003313
3,23873,3064.5,0.00031216
3,23873,3059.5,0.00020023
3,23873,3054.5,0.00012588
3,23873,3049.5,0.00009229
3,23873,3044.5,0.0000855
3,23873,3039.5,0.0000897
3,23873,3034.5,0.00009771
3,23873,3029.5,0.00014157
3,23873,3024.5,0.0002701
3,23873,3019.5,0.000444
3,23873,3014.5,0.0005957
3,23873,3009.5,0.000855
3,23873,3004.5,0.0012495
3,23873,2999.5,0.001597
3,23873,2994.5,0.0015714
3,23873,2989.5,0.00133
3,23873,2984.5,0.0010926
3,23873,2979.5,0.00094
3,23873,2974.5,0.0008614
3,23873,2969.5,0.000874
3,23873,2964.5,0.000885
3,23873,2959.5,0.00094
3,23873,2954.5,0.0009651
3,23873,2949.5,0.000939
3,23873,2944.5,0.0008727
3,23873,2939.5,0.000856
3,23873,2934.5,0.0009221
3,23873,2929.5,0.0011159
3,23873,2924.5,0.0015094
3,23873,2919.5,0.0021429
3,23873,2914.5,0.0030987
3,23873,2909.5,0.004358
3,23873,2904.5,0.005732
3,23873,2899.5,0.006915
3,23873,2894.5,0.007849
3,23873,2889.5,0.008425
3,23873,2884.5,0.008424
3,23873,2879.5,0.007608
3,23873,2874.5,0.006138
3,23873,2869.5,0.004645
3,23873,2864.5,0.003652
3,23873,2859.5,0.0030344
3,23873,2854.5,0.00253
3,23873,2849.5,0.0020245
3,23873,2844.5,0.0015268
3,23873,2839.5,0.0011474
3,23873,2834.5,0.0008738
3,23873,2829.5,0.000704
3,23873,2824.5,0.0006439
3,23873,2819.5,0.0007216
3,23873,2814.5,0.0010026
3,23873,2809.5,0.0016428
3,23873,2804.5,0.0027415
3,23873,2799.5,0.004141
3,23873,2794.5,0.005299
3,23873,2789.5,0.005783
3,23873,2784.5,0.005486
3,23873,2779.5,0.004727
3,23873,2774.5,0.004078
3,23873,2769.5,0.003723
3,23873,2764.5,0.003581
3,23873,2759.5,0.003444
3,23873,2754.5,0.003177
3,23873,2749.5,0.0025956
3,23873,2744.5,0.001914
3,23873,2739.5,0.0014256
3,23873,2734.5,0.0012826
3,23873,2729.5,0.0014813
3,23873,2724.5,0.0020473
3,23873,2719.5,0.0028504
3,23873,2714.5,0.003626
3,23873,2709.5,0.00399
3,23873,2704.5,0.00356
3,23873,2699.5,0.0025834
3,23873,2694.5,0.0017964
3,23873,2689.5,0.0015167
3,23873,2684.5,0.0016258
3,23873,2679.5,0.0017618
3,23873,2674.5,0.0015983
3,23873,2669.5,0.0012375
3,23873,2664.5,0.0008441
3,23873,2659.5,0.0006243
3,23873,2654.5,0.0005977
3,23873,2649.5,0.0007063
3,23873,2644.5,0.0009147
3,23873,2639.5,0.000982
3,23873,2634.5,0.0008804
3,23873,2629.5,0.0006495
3,23873,2624.5,0.0004028
3,23873,2619.5,0.00021916
3,23873,2614.5,0.00015265
3,23873,2609.5,0.00016243
3,23873,2604.5,0.00020784
3,23873,2599.5,0.00022704
3,23873,2594.5,0.00024353
3,23873,2589.5,0.00027505
3,23873,2584.5,0.00027461
3,23873,2579.5,0.00017758
3,23873,2574.5,0.0000696
3,23873,2569.5,0.000018535
3,23873,2564.5,0.000005063
3,23873,2559.5,2.2579E-06
3,23873,2554.5,1.5418E-06
3,23873,2549.5,1.3564E-06
3,23873,2544.5,1.4154E-06
3,23873,2539.5,1.6681E-06
3,23873,2534.5,2.6791E-06
3,23873,2529.5,0.000005131
3,23873,2524.5,0.000008349
3,23873,2519.5,0.000010818
3,23873,2514.5,0.000017734
3,23873,2509.5,0.000030481
3,23873,2504.5,0.00003292
3,23873,2499.5,0.000019268
3,23873,2494.5,0.000006192
3,23873,2489.5,0.000002022
3,23873,2484.5,1.3059E-06
3,23873,2479.5,1.4575E-06
3,23873,2474.5,1.4322E-06
3,23873,2469.5,3.033E-07
3,23873,2464.5,3.37E-08
3,23873,2459.5,8.425E-09
3,23873,2454.5,0
3,23873,2449.5,0
4,38852,6649.5,0
4,38852,6644.5,0
4,38852,6639.5,0
4,38852,6634.5,2.3329E-08
4,38852,6629.5,3.1106E-08
4,38852,6624.5,2.3329E-08
4,38852,6619.5,1.5553E-08
4,38852,6614.5,7.776E-09
4,38852,6609.5,7.776E-09
4,38852,6604.5,7.776E-09
4,38852,6599.5,7.776E-09
4,38852,6594.5,6.221E-08
4,38852,6589.5,0.000000591
4,38852,6584.5,1.5397E-06
4,38852,6579.5,1.2831E-06
4,38852,6574.5,9.409E-07
4,38852,6569.5,1.3842E-06
4,38852,6564.5,0.000003943
4,38852,6559.5,0.000009161
4,38852,6554.5,0.000007201
4,38852,6549.5,0.000003507
4,38852,6544.5,2.0685E-06
4,38852,6539.5,1.4853E-06
4,38852,6534.5,1.5631E-06
4,38852,6529.5,0.000002224
4,38852,6524.5,2.1618E-06
4,38852,6519.5,1.8119E-06
4,38852,6514.5,1.8119E-06
4,38852,6509.5,0.000002504
4,38852,6504.5,0.000004666
4,38852,6499.5,0.000012287
4,38852,6494.5,0.000023765
4,38852,6489.5,0.000022069
4,38852,6484.5,0.000018298
4,38852,6479.5,0.00002074
4,38852,6474.5,0.00003553
4,38852,6469.5,0.00009935
4,38852,6464.5,0.00022583
4,38852,6459.5,0.000466
4,38852,6454.5,0.000787
4,38852,6449.5,0.0011704
4,38852,6444.5,0.0012787
4,38852,6439.5,0.0015918
4,38852,6434.5,0.002433
4,38852,6429.5,0.003656
4,38852,6424.5,0.004832
4,38852,6419.5,0.005996
4,38852,6414.5,0.006995
4,38852,6409.5,0.00748
4,38852,6404.5,0.007518
4,38852,6399.5,0.007518
4,38852,6394.5,0.007776
4,38852,6389.5,0.007514
4,38852,6384.5,0.007194
4,38852,6379.5,0.006899
4,38852,6374.5,0.006078
4,38852,6369.5,0.005242
4,38852,6364.5,0.00454
4,38852,6359.5,0.004202
4,38852,6354.5,0.003948
4,38852,6349.5,0.00377
4,38852,6344.5,0.00377
4,38852,6339.5,0.00377
4,38852,6334.5,0.003294
4,38852,6329.5,0.0025236
4,38852,6324.5,0.0021211
4,38852,6319.5,0.0023173
4,38852,6314.5,0.0031021
4,38852,6309.5,0.00411
4,38852,6304.5,0.004716
4,38852,6299.5,0.00489
4,38852,6294.5,0.005133
4,38852,6289.5,0.005557
4,38852,6284.5,0.006033
4,38852,6279.5,0.006239
4,38852,6274.5,0.006058
4,38852,6269.5,0.005475
4,38852,6264.5,0.004715
4,38852,6259.5,0.00404
4,38852,6254.5,0.003548
4,38852,6249.5,0.0030598
4,38852,6244.5,0.0024985
4,38852,6239.5,0.0017793
4,38852,6234.5,0.0009276
4,38852,6229.5,0.0003466
4,38852,6224.5,0.00010287
4,38852,6219.5,0.000028648
4,38852,6214.5,0.000010428
4,38852,6209.5,0.000004246
4,38852,6204.5,2.6362E-06
4,38852,6199.5,2.8462E-06
4,38852,6194.5,0.00000395
4,38852,6189.5,0.000004775
4,38852,6184.5,0.000005793
4,38852,6179.5,0.000007333
4,38852,6174.5,0.000008857
4,38852,6169.5,0.000006999
4,38852,6164.5,0.000005661
4,38852,6159.5,0.00000626
4,38852,6154.5,0.000007769
4,38852,6149.5,0.000008873
4,38852,6144.5,0.000008803
4,38852,6139.5,0.000011151
4,38852,6134.5,0.000014169
4,38852,6129.5,0.000023228
4,38852,6124.5,0.00003709
4,38852,6119.5,0.00005162
4,38852,6114.5,0.00005764
4,38852,6109.5,0.0000505
4,38852,6104.5,0.00004167
4,38852,6099.5,0.000028578
4,38852,6094.5,0.000020343
4,38852,6089.5,0.000011517
4,38852,6084.5,0.000005428
4,38852,6079.5,1.5397E-06
4,38852,6074.5,3.0328E-07
4,38852,6069.5,3.1106E-08
4,38852,6064.5,7.776E-09
4,38852,6059.5,0
4,38852,6054.5,0
5,5486,4239.5,0
5,5486,4234.5,0
5,5486,4229.5,0
5,5486,4224.5,5.097E-09
5,5486,4219.5,2.0388E-08
5,5486,4214.5,5.097E-08
5,5486,4209.5,8.665E-08
5,5486,4204.5,6.117E-08
5,5486,4199.5,2.0388E-08
5,5486,4194.5,5.097E-09
5,5486,4189.5,0
5,5486,4184.5,0
5,5486,4179.5,0
5,5486,4174.5,0
5,5486,4169.5,0
5,5486,4164.5,5.097E-09
5,5486,4159.5,6.117E-08
5,5486,4154.5,2.8034E-07
5,5486,4149.5,5.046E-07
5,5486,4144.5,3.976E-07
5,5486,4139.5,1.6311E-07
5,5486,4134.5,6.626E-08
5,5486,4129.5,2.0388E-08
5,5486,4124.5,5.097E-09
5,5486,4119.5,5.097E-09
5,5486,4114.5,5.097E-09
5,5486,4109.5,1.0194E-08
5,5486,4104.5,2.0388E-08
5,5486,4099.5,1.0194E-08
5,5486,4094.5,5.097E-09
5,5486,4089.5,5.097E-09
5,5486,4084.5,0
5,5486,4079.5,5.097E-09
5,5486,4074.5,5.097E-09
5,5486,4069.5,1.0194E-08
5,5486,4064.5,1.5291E-08
5,5486,4059.5,3.0583E-08
5,5486,4054.5,4.587E-08
5,5486,4049.5,1.9369E-07
5,5486,4044.5,1.6209E-06
5,5486,4039.5,0.000006769
5,5486,4034.5,0.000026158
5,5486,4029.5,0.00003969
5,5486,4024.5,0.000027616
5,5486,4019.5,0.000014894
5,5486,4014.5,0.000006336
5,5486,4009.5,0.000003395
5,5486,4004.5,2.5791E-06
5,5486,3999.5,2.9767E-06
5,5486,3994.5,0.00000553
5,5486,3989.5,0.00001313
5,5486,3984.5,0.00003714
5,5486,3979.5,0.00008582
5,5486,3974.5,0.00015329
5,5486,3969.5,0.00024766
5,5486,3964.5,0.0004128
5,5486,3959.5,0.0007175
5,5486,3954.5,0.0013212
5,5486,3949.5,0.0022435
5,5486,3944.5,0.003241
5,5486,3939.5,0.004073
5,5486,3934.5,0.004526
5,5486,3929.5,0.004701
5,5486,3924.5,0.004786
5,5486,3919.5,0.004756
5,5486,3914.5,0.004756
5,5486,3909.5,0.004841
5,5486,3904.5,0.004987
5,5486,3899.5,0.005064
5,5486,3894.5,0.005089
5,5486,3889.5,0.005082
5,5486,3884.5,0.005038
5,5486,3879.5,0.005097
5,5486,3874.5,0.004776
5,5486,3869.5,0.004301
5,5486,3864.5,0.004099
5,5486,3859.5,0.003828
5,5486,3854.5,0.003485
5,5486,3849.5,0.003306
5,5486,3844.5,0.003422
5,5486,3839.5,0.003532
5,5486,3834.5,0.00348
5,5486,3829.5,0.003361
5,5486,3824.5,0.003306
5,5486,3819.5,0.003304
5,5486,3814.5,0.003588
5,5486,3809.5,0.003982
5,5486,3804.5,0.004572
5,5486,3799.5,0.005039
5,5486,3794.5,0.005008
5,5486,3789.5,0.004772
5,5486,3784.5,0.004463
5,5486,3779.5,0.004114
5,5486,3774.5,0.003751
5,5486,3769.5,0.003288
5,5486,3764.5,0.0029334
5,5486,3759.5,0.0025824
5,5486,3754.5,0.0022907
5,5486,3749.5,0.0022349
5,5486,3744.5,0.0022987
5,5486,3739.5,0.0025189
5,5486,3734.5,0.0027569
5,5486,3729.5,0.0028124
5,5486,3724.5,0.0028744
5,5486,3719.5,0.0030517
5,5486,3714.5,0.0031109
5,5486,3709.5,0.0022907
5,5486,3704.5,0.0011943
5,5486,3699.5,0.0006236
5,5486,3694.5,0.0004305
5,5486,3689.5,0.0004115
5,5486,3684.5,0.0005004
5,5486,3679.5,0.0006667
5,5486,3674.5,0.0008399
5,5486,3669.5,0.0011964
5,5486,3664.5,0.0016888
5,5486,3659.5,0.0014637
5,5486,3654.5,0.0007321
5,5486,3649.5,0.00023653
5,5486,3644.5,0.00005988
5,5486,3639.5,0.000011367
5,5486,3634.5,1.1061E-06
5,5486,3629.5,8.155E-08
5,5486,3624.5,1.0194E-08
5,5486,3619.5,5.097E-09
5,5486,3614.5,0
5,5486,3609.5,0
5,5486,3604.5,0
5,5486,3599.5,0
5,5486,3594.5,0
5,5486,3589.5,0
5,5486,3584.5,5.097E-09
5,5486,3579.5,5.097E-09
5,5486,3574.5,1.5291E-08
5,5486,3569.5,1.5291E-08
5,5486,3564.5,1.0194E-08
5,5486,3559.5,1.5291E-08
5,5486,3554.5,5.097E-08
5,5486,3549.5,1.6311E-07
5,5486,3544.5,2.0898E-07
5,5486,3539.5,1.2233E-07
5,5486,3534.5,3.0583E-08
5,5486,3529.5,5.097E-09
5,5486,3524.5,0
5,5486,3519.5,0
5,5486,3514.5,0
6,27221,3494.5,0
6,27221,3489.5,0
6,27221,3484.5,2.5308E-09
6,27221,3479.5,2.5308E-09
6,27221,3474.5,2.5308E-09
6,27221,3469.5,2.5308E-09
6,27221,3464.5,0
6,27221,3459.5,0
6,27221,3454.5,0
6,27221,3449.5,0
6,27221,3444.5,0
6,27221,3439.5,0
6,27221,3434.5,0
6,27221,3429.5,0
6,27221,3424.5,0
6,27221,3419.5,0
6,27221,3414.5,0
6,27221,3409.5,0
6,27221,3404.5,0
6,27221,3399.5,0
6,27221,3394.5,0
6,27221,3389.5,0
6,27221,3384.5,0
6,27221,3379.5,0
6,27221,3374.5,0
6,27221,3369.5,2.5308E-09
6,27221,3364.5,1.2654E-08
6,27221,3359.5,3.0369E-08
6,27221,3354.5,5.821E-08
6,27221,3349.5,9.111E-08
6,27221,3344.5,1.2148E-07
6,27221,3339.5,1.6956E-07
6,27221,3334.5,2.7585E-07
6,27221,3329.5,4.302E-07
6,27221,3324.5,6.327E-07
6,27221,3319.5,8.326E-07
6,27221,3314.5,0.000000987
6,27221,3309.5,1.1287E-06
6,27221,3304.5,1.2477E-06
6,27221,3299.5,1.2299E-06
6,27221,3294.5,1.0401E-06
6,27221,3289.5,9.085E-07
6,27221,3284.5,1.0401E-06
6,27221,3279.5,1.3337E-06
6,27221,3274.5,1.2299E-06
6,27221,3269.5,1.0553E-06
6,27221,3264.5,1.1895E-06
6,27221,3259.5,0.000001769
6,27221,3254.5,0.000002179
6,27221,3249.5,0.000001769
6,27221,3244.5,1.4729E-06
6,27221,3239.5,1.1135E-06
6,27221,3234.5,7.921E-07
6,27221,3229.5,6.327E-07
6,27221,3224.5,5.593E-07
6,27221,3219.5,5.416E-07
6,27221,3214.5,4.226E-07
6,27221,3209.5,2.8091E-07
6,27221,3204.5,2.0499E-07
6,27221,3199.5,1.8221E-07
6,27221,3194.5,2.2524E-07
6,27221,3189.5,0.000000329
6,27221,3184.5,4.783E-07
6,27221,3179.5,6.428E-07
6,27221,3174.5,8.326E-07
6,27221,3169.5,0.000000987
6,27221,3164.5,1.0047E-06
6,27221,3159.5,8.756E-07
6,27221,3154.5,6.099E-07
6,27221,3149.5,4.226E-07
6,27221,3144.5,3.239E-07
6,27221,3139.5,0.000000329
6,27221,3134.5,3.796E-07
6,27221,3129.5,4.378E-07
6,27221,3124.5,4.378E-07
6,27221,3119.5,4.859E-07
6,27221,3114.5,5.416E-07
6,27221,3109.5,5.593E-07
6,27221,3104.5,7.921E-07
6,27221,3099.5,1.4982E-06
6,27221,3094.5,2.7231E-06
6,27221,3089.5,0.000004404
6,27221,3084.5,0.00000578
6,27221,3079.5,0.000006909
6,27221,3074.5,0.000008379
6,27221,3069.5,0.00000968
6,27221,3064.5,0.000009247
6,27221,3059.5,0.000006823
6,27221,3054.5,0.000004973
6,27221,3049.5,0.000004082
6,27221,3044.5,0.00000389
6,27221,3039.5,0.000004011
6,27221,3034.5,0.000004239
6,27221,3029.5,0.000005406
6,27221,3024.5,0.000008417
6,27221,3019.5,0.00001195
6,27221,3014.5,0.000014858
6,27221,3009.5,0.000019624
6,27221,3004.5,0.000026687
6,27221,2999.5,0.00003293
6,27221,2994.5,0.00003244
6,27221,2989.5,0.000028122
